lambda,x,rho,type,x0,x1
5.9,-0.9782609,0.00069,empMin,-0.9782609,-0.9057971
5.9,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
5.9,-0.76086956,0.0,empMin,,
5.9,1.0507246,0.0,empMax,1.0507246,1.1231884
5.9,1.1231884,0.00069,empMax,1.1231884,1.1956521
5.9,1.1956521,0.002415,empMax,1.1956521,1.268116
5.9,1.268116,0.006555,empMax,1.268116,1.3405797
5.9,1.3405797,0.010695,empMax,1.3405797,1.4130435
5.9,1.4130435,0.007245,empMax,1.4130435,1.4855072
5.9,1.4855072,0.00414,empMax,1.4855072,1.557971
5.9,1.557971,0.00207,empMax,1.557971,1.6304348
5.9,1.6304348,0.0,empMax,1.6304348,1.7028985
5.9,1.7028985,0.000345,empMax,1.7028985,1.7753624
5.9,1.7753624,0.0,empMax,1.7753624,1.8478261
5.9,1.8478261,0.000345,empMax,1.8478261,1.9202899
5.9,1.9202899,0.0,empMax,1.9202899,1.9927536
5.9,2.0652175,0.0,empMax,,
6.1,-2.5,5.603227e-9,free,,
6.1,-1.3188188,6.224665e-8,free,,
6.1,-1.3138138,0.0020784715,free,,
6.1,-1.3038038,0.0043011815,free,,
6.1,-1.2687688,0.008004115,free,,
6.1,-1.2137138,0.010907727,free,,
6.1,-1.1536536,0.01196071,free,,
6.1,-1.1136136,0.011221025,free,,
6.1,-1.0785786,0.008791041,free,,
6.1,-1.0585586,0.0054805405,free,,
6.1,-1.0535536,0.0039369296,free,,
6.1,-1.0485486,3.638658e-7,free,,
6.1,-0.6981982,0.0000019263714,free,,
6.1,-0.6931932,0.045803677,free,,
6.1,-0.6881882,0.24501047,free,,
6.1,-0.6831832,0.3376593,free,,
6.1,-0.6781782,0.40537685,free,,
6.1,-0.6731732,0.45960668,free,,
6.1,-0.6681682,0.5049504,free,,
6.1,-0.6581582,0.57774657,free,,
6.1,-0.6481481,0.6342941,free,,
6.1,-0.6431431,0.65815204,free,,
6.1,-0.6331331,0.69907033,free,,
6.1,-0.6181181,0.74736375,free,,
6.1,-0.6031031,0.784108,free,,
6.1,-0.5930931,0.80372906,free,,
6.1,-0.5830831,0.8202078,free,,
6.1,-0.5730731,0.8340352,free,,
6.1,-0.5630631,0.84560394,free,,
6.1,-0.5530531,0.8552329,free,,
6.1,-0.543043,0.8631845,free,,
6.1,-0.533033,0.86967736,free,,
6.1,-0.518018,0.8770754,free,,
6.1,-0.508008,0.88066506,free,,
6.1,-0.492993,0.88434446,free,,
6.1,-0.477978,0.88627994,free,,
6.1,-0.46296296,0.8867518,free,,
6.1,-0.44294295,0.88549405,free,,
6.1,-0.4229229,0.8824726,free,,
6.1,-0.4029029,0.8780284,free,,
6.1,-0.3778779,0.87087834,free,,
6.1,-0.35285285,0.862335,free,,
6.1,-0.3228228,0.8506823,free,,
6.1,-0.25275275,0.81956154,free,,
6.1,-0.16766767,0.7778384,free,,
6.1,0.04754755,0.66806245,free,,
6.1,0.17267267,0.60528845,free,,
6.1,0.6181181,0.38728622,free,,
6.1,0.7182182,0.33588555,free,,
6.1,0.8033033,0.28938875,free,,
6.1,0.8733734,0.24772142,free,,
6.1,0.9034034,0.22841586,free,,
6.1,0.9334334,0.20786585,free,,
6.1,0.9784785,0.17368162,free,,
6.1,0.9984985,0.15658227,free,,
6.1,1.0185186,0.13769196,free,,
6.1,1.0335336,0.12184527,free,,
6.1,1.0485486,0.103829324,free,,
6.1,1.0585586,0.08997551,free,,
6.1,1.0685686,0.07369313,free,,
6.1,1.0785786,0.05277685,free,,
6.1,1.0835836,0.038340494,free,,
6.1,1.0885886,0.012623278,free,,
6.1,1.0935936,3.7056293e-7,free,,
6.1,1.2637638,1.3552108e-7,free,,
6.1,1.2687688,0.0033213622,free,,
6.1,1.2737738,0.0047472655,free,,
6.1,1.2937938,0.007692608,free,,
6.1,1.3288288,0.009785892,free,,
6.1,1.3738738,0.0104588885,free,,
6.1,1.438939,0.009604149,free,,
6.1,1.509009,0.0070532993,free,,
6.1,1.554054,0.0040219743,free,,
6.1,1.579079,3.557061e-8,free,,
6.1,2.5,5.753906e-9,free,,
6.1,-1.557971,0.0,emp,-1.557971,-1.4855072
6.1,-1.4855072,0.000345,emp,-1.4855072,-1.4130435
6.1,-1.4130435,0.00207,emp,-1.4130435,-1.3405797
6.1,-1.3405797,0.00345,emp,-1.3405797,-1.268116
6.1,-1.268116,0.00759,emp,-1.268116,-1.1956521
6.1,-1.1956521,0.009315,emp,-1.1956521,-1.1231884
6.1,-1.1231884,0.00828,emp,-1.1231884,-1.0507246
6.1,-1.0507246,0.003105,emp,-1.0507246,-0.9782609
6.1,-0.9782609,0.000345,emp,-0.9782609,-0.9057971
6.1,-0.9057971,0.0,emp,-0.9057971,-0.8333333
6.1,-0.8333333,0.0,emp,-0.8333333,-0.76086956
6.1,-0.76086956,0.01932,emp,-0.76086956,-0.6884058
6.1,-0.6884058,0.57822,emp,-0.6884058,-0.615942
6.1,-0.615942,0.82248,emp,-0.615942,-0.54347825
6.1,-0.54347825,0.875265,emp,-0.54347825,-0.4710145
6.1,-0.4710145,0.88113,emp,-0.4710145,-0.39855072
6.1,-0.39855072,0.86802,emp,-0.39855072,-0.32608697
6.1,-0.32608697,0.8349,emp,-0.32608697,-0.2536232
6.1,-0.2536232,0.79971,emp,-0.2536232,-0.18115942
6.1,-0.18115942,0.76728,emp,-0.18115942,-0.10869565
6.1,-0.10869565,0.722775,emp,-0.10869565,-0.036231883
6.1,-0.036231883,0.700695,emp,-0.036231883,0.036231883
6.1,0.036231883,0.655155,emp,0.036231883,0.10869565
6.1,0.10869565,0.615825,emp,0.10869565,0.18115942
6.1,0.18115942,0.57822,emp,0.18115942,0.2536232
6.1,0.2536232,0.546825,emp,0.2536232,0.32608697
6.1,0.32608697,0.517845,emp,0.32608697,0.39855072
6.1,0.39855072,0.472995,emp,0.39855072,0.4710145
6.1,0.4710145,0.44574,emp,0.4710145,0.54347825
6.1,0.54347825,0.406065,emp,0.54347825,0.615942
6.1,0.615942,0.3657,emp,0.615942,0.6884058
6.1,0.6884058,0.33258,emp,0.6884058,0.76086956
6.1,0.76086956,0.291525,emp,0.76086956,0.8333333
6.1,0.8333333,0.25047,emp,0.8333333,0.9057971
6.1,0.9057971,0.197685,emp,0.9057971,0.9782609
6.1,0.9782609,0.139725,emp,0.9782609,1.0507246
6.1,1.0507246,0.04485,emp,1.0507246,1.1231884
6.1,1.1231884,0.00138,emp,1.1231884,1.1956521
6.1,1.1956521,0.00207,emp,1.1956521,1.268116
6.1,1.268116,0.0069,emp,1.268116,1.3405797
6.1,1.3405797,0.007935,emp,1.3405797,1.4130435
6.1,1.4130435,0.0069,emp,1.4130435,1.4855072
6.1,1.4855072,0.00483,emp,1.4855072,1.557971
6.1,1.557971,0.00207,emp,1.557971,1.6304348
6.1,1.6304348,0.001725,emp,1.6304348,1.7028985
6.1,1.7028985,0.000345,emp,1.7028985,1.7753624
6.1,1.7753624,0.000345,emp,1.7753624,1.8478261
6.1,1.8478261,0.0,emp,1.8478261,1.9202899
6.1,1.9927536,0.0,emp,,
6.1,-1.557971,0.0,empMin,-1.557971,-1.4855072
6.1,-1.4855072,0.000345,empMin,-1.4855072,-1.4130435
6.1,-1.4130435,0.00207,empMin,-1.4130435,-1.3405797
6.1,-1.3405797,0.00345,empMin,-1.3405797,-1.268116
6.1,-1.268116,0.00759,empMin,-1.268116,-1.1956521
6.1,-1.1956521,0.009315,empMin,-1.1956521,-1.1231884
6.1,-1.1231884,0.00828,empMin,-1.1231884,-1.0507246
6.1,-1.0507246,0.003105,empMin,-1.0507246,-0.9782609
6.1,-0.9782609,0.000345,empMin,-0.9782609,-0.9057971
6.1,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
6.1,-0.76086956,0.0,empMin,,
6.1,1.0507246,0.0,empMax,1.0507246,1.1231884
6.1,1.1231884,0.00138,empMax,1.1231884,1.1956521
6.1,1.1956521,0.00207,empMax,1.1956521,1.268116
6.1,1.268116,0.0069,empMax,1.268116,1.3405797
6.1,1.3405797,0.007935,empMax,1.3405797,1.4130435
6.1,1.4130435,0.0069,empMax,1.4130435,1.4855072
6.1,1.4855072,0.00483,empMax,1.4855072,1.557971
6.1,1.557971,0.00207,empMax,1.557971,1.6304348
6.1,1.6304348,0.001725,empMax,1.6304348,1.7028985
6.1,1.7028985,0.000345,empMax,1.7028985,1.7753624
6.1,1.7753624,0.000345,empMax,1.7753624,1.8478261
6.1,1.8478261,0.0,empMax,1.8478261,1.9202899
6.1,1.9927536,0.0,empMax,,
6.3,-2.5,5.6043192e-9,free,,
6.3,-1.3388388,6.113441e-8,free,,
6.3,-1.3338338,0.0020279821,free,,
6.3,-1.3238238,0.004119545,free,,
6.3,-1.2837838,0.007992275,free,,
6.3,-1.2287288,0.010620628,free,,
6.3,-1.1686686,0.01159092,free,,
6.3,-1.1236236,0.010741159,free,,
6.3,-1.0885886,0.008258915,free,,
6.3,-1.0685686,0.004848699,free,,
6.3,-1.0635636,0.0031396847,free,,
6.3,-1.0585586,1.06509646e-7,free,,
6.3,-0.6981982,0.0000019271868,free,,
6.3,-0.6931932,0.046243276,free,,
6.3,-0.6881882,0.24508755,free,,
6.3,-0.6831832,0.3377115,free,,
6.3,-0.6781782,0.4054174,free,,
6.3,-0.6731732,0.45964,free,,
6.3,-0.6681682,0.50497866,free,,
6.3,-0.6581582,0.5777679,free,,
6.3,-0.6481481,0.6343108,free,,
6.3,-0.6431431,0.6581669,free,,
6.3,-0.6331331,0.6990822,free,,
6.3,-0.6181181,0.7473723,free,,
6.3,-0.6031031,0.78411406,free,,
6.3,-0.5930931,0.80373377,free,,
6.3,-0.5830831,0.82021135,free,,
6.3,-0.5730731,0.8340378,free,,
6.3,-0.5630631,0.8456057,free,,
6.3,-0.5530531,0.85523385,free,,
6.3,-0.543043,0.8631848,free,,
6.3,-0.533033,0.869677,free,,
6.3,-0.518018,0.8770743,free,,
6.3,-0.508008,0.88066345,free,,
6.3,-0.492993,0.8843423,free,,
6.3,-0.477978,0.88627726,free,,
6.3,-0.46296296,0.8867486,free,,
6.3,-0.44294295,0.8854904,free,,
6.3,-0.4229229,0.8824685,free,,
6.3,-0.4029029,0.8780239,free,,
6.3,-0.3778779,0.8708735,free,,
6.3,-0.35285285,0.8623299,free,,
6.3,-0.3228228,0.8506769,free,,
6.3,-0.25275275,0.8195556,free,,
6.3,-0.16766767,0.7778321,free,,
6.3,0.04754755,0.6680557,free,,
6.3,0.17267267,0.60528153,free,,
6.3,0.6181181,0.3872789,free,,
6.3,0.7182182,0.3358787,free,,
6.3,0.8033033,0.28938302,free,,
6.3,0.8733734,0.2477179,free,,
6.3,0.9034034,0.22841404,free,,
6.3,0.9334334,0.20786653,free,,
6.3,0.9784785,0.17368877,free,,
6.3,0.9984985,0.15659425,free,,
6.3,1.0185186,0.13771102,free,,
6.3,1.0335336,0.121872246,free,,
6.3,1.0485486,0.10386834,free,,
6.3,1.0585586,0.09002696,free,,
6.3,1.0685686,0.073764645,free,,
6.3,1.0785786,0.052890234,free,,
6.3,1.0835836,0.038506556,free,,
6.3,1.0885886,0.013150525,free,,
6.3,1.0935936,3.7269868e-7,free,,
6.3,1.2737738,1.2583915e-7,free,,
6.3,1.2787788,0.0031560604,free,,
6.3,1.2837838,0.0045280475,free,,
6.3,1.3038038,0.0073707937,free,,
6.3,1.3388388,0.009424563,free,,
6.3,1.3888888,0.01014402,free,,
6.3,1.458959,0.009205371,free,,
6.3,1.529029,0.006727165,free,,
6.3,1.574074,0.0038141017,free,,
6.3,1.599099,3.3566874e-8,free,,
6.3,2.5,5.755843e-9,free,,
6.3,-1.557971,0.0,emp,-1.557971,-1.4855072
6.3,-1.4855072,0.001035,emp,-1.4855072,-1.4130435
6.3,-1.4130435,0.00345,emp,-1.4130435,-1.3405797
6.3,-1.3405797,0.00414,emp,-1.3405797,-1.268116
6.3,-1.268116,0.010005,emp,-1.268116,-1.1956521
6.3,-1.1956521,0.00966,emp,-1.1956521,-1.1231884
6.3,-1.1231884,0.00345,emp,-1.1231884,-1.0507246
6.3,-1.0507246,0.001725,emp,-1.0507246,-0.9782609
6.3,-0.9782609,0.001035,emp,-0.9782609,-0.9057971
6.3,-0.9057971,0.0,emp,-0.9057971,-0.8333333
6.3,-0.8333333,0.0,emp,-0.8333333,-0.76086956
6.3,-0.76086956,0.018285,emp,-0.76086956,-0.6884058
6.3,-0.6884058,0.58236,emp,-0.6884058,-0.615942
6.3,-0.615942,0.813165,emp,-0.615942,-0.54347825
6.3,-0.54347825,0.88113,emp,-0.54347825,-0.4710145
6.3,-0.4710145,0.879405,emp,-0.4710145,-0.39855072
6.3,-0.39855072,0.86457,emp,-0.39855072,-0.32608697
6.3,-0.32608697,0.83421,emp,-0.32608697,-0.2536232
6.3,-0.2536232,0.80454,emp,-0.2536232,-0.18115942
6.3,-0.18115942,0.763485,emp,-0.18115942,-0.10869565
6.3,-0.10869565,0.73416,emp,-0.10869565,-0.036231883
6.3,-0.036231883,0.693795,emp,-0.036231883,0.036231883
6.3,0.036231883,0.653085,emp,0.036231883,0.10869565
6.3,0.10869565,0.61548,emp,0.10869565,0.18115942
6.3,0.18115942,0.58236,emp,0.18115942,0.2536232
6.3,0.2536232,0.553035,emp,0.2536232,0.32608697
6.3,0.32608697,0.51198,emp,0.32608697,0.39855072
6.3,0.39855072,0.47472,emp,0.39855072,0.4710145
6.3,0.4710145,0.44091,emp,0.4710145,0.54347825
6.3,0.54347825,0.404685,emp,0.54347825,0.615942
6.3,0.615942,0.370185,emp,0.615942,0.6884058
6.3,0.6884058,0.33672,emp,0.6884058,0.76086956
6.3,0.76086956,0.28911,emp,0.76086956,0.8333333
6.3,0.8333333,0.248055,emp,0.8333333,0.9057971
6.3,0.9057971,0.19872,emp,0.9057971,0.9782609
6.3,0.9782609,0.13524,emp,0.9782609,1.0507246
6.3,1.0507246,0.04761,emp,1.0507246,1.1231884
6.3,1.1231884,0.000345,emp,1.1231884,1.1956521
6.3,1.1956521,0.00207,emp,1.1956521,1.268116
6.3,1.268116,0.004485,emp,1.268116,1.3405797
6.3,1.3405797,0.01035,emp,1.3405797,1.4130435
6.3,1.4130435,0.00621,emp,1.4130435,1.4855072
6.3,1.4855072,0.005865,emp,1.4855072,1.557971
6.3,1.557971,0.00345,emp,1.557971,1.6304348
6.3,1.6304348,0.00138,emp,1.6304348,1.7028985
6.3,1.7028985,0.000345,emp,1.7028985,1.7753624
6.3,1.7753624,0.0,emp,1.7753624,1.8478261
6.3,1.9202899,0.0,emp,,
6.3,-1.557971,0.0,empMin,-1.557971,-1.4855072
6.3,-1.4855072,0.001035,empMin,-1.4855072,-1.4130435
6.3,-1.4130435,0.00345,empMin,-1.4130435,-1.3405797
6.3,-1.3405797,0.00414,empMin,-1.3405797,-1.268116
6.3,-1.268116,0.010005,empMin,-1.268116,-1.1956521
6.3,-1.1956521,0.00966,empMin,-1.1956521,-1.1231884
6.3,-1.1231884,0.00345,empMin,-1.1231884,-1.0507246
6.3,-1.0507246,0.001725,empMin,-1.0507246,-0.9782609
6.3,-0.9782609,0.001035,empMin,-0.9782609,-0.9057971
6.3,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
6.3,-0.76086956,0.0,empMin,,
6.3,1.0507246,0.0,empMax,1.0507246,1.1231884
6.3,1.1231884,0.000345,empMax,1.1231884,1.1956521
6.3,1.1956521,0.00207,empMax,1.1956521,1.268116
6.3,1.268116,0.004485,empMax,1.268116,1.3405797
6.3,1.3405797,0.01035,empMax,1.3405797,1.4130435
6.3,1.4130435,0.00621,empMax,1.4130435,1.4855072
6.3,1.4855072,0.005865,empMax,1.4855072,1.557971
6.3,1.557971,0.00345,empMax,1.557971,1.6304348
6.3,1.6304348,0.00138,empMax,1.6304348,1.7028985
6.3,1.7028985,0.000345,empMax,1.7028985,1.7753624
6.3,1.7753624,0.0,empMax,1.7753624,1.8478261
6.3,1.9202899,0.0,empMax,,
6.5,-2.5,5.6054428e-9,free,,
6.5,-1.3588588,5.836856e-8,free,,
6.5,-1.3538538,0.0019285231,free,,
6.5,-1.3438438,0.003926539,free,,
6.5,-1.3038038,0.0076344176,free,,
6.5,-1.2437438,0.010341254,free,,
6.5,-1.1836836,0.011243476,free,,
6.5,-1.1386386,0.010489418,free,,
6.5,-1.1036036,0.008304183,free,,
6.5,-1.0835836,0.0054855137,free,,
6.5,-1.0785786,0.0042701787,free,,
6.5,-1.0685686,8.582356e-8,free,,
6.5,-0.6981982,0.0000019279494,free,,
6.5,-0.6931932,0.046649516,free,,
6.5,-0.6881882,0.2451595,free,,
6.5,-0.6831832,0.33776027,free,,
6.5,-0.6781782,0.40545535,free,,
6.5,-0.6731732,0.4596712,free,,
6.5,-0.6681682,0.5050051,free,,
6.5,-0.6581582,0.57778794,free,,
6.5,-0.6481481,0.6343265,free,,
6.5,-0.6431431,0.6581809,free,,
6.5,-0.6331331,0.69909346,free,,
6.5,-0.6181181,0.74738044,free,,
6.5,-0.6031031,0.78411984,free,,
6.5,-0.5930931,0.8037383,free,,
6.5,-0.5830831,0.82021475,free,,
6.5,-0.5730731,0.8340403,free,,
6.5,-0.5630631,0.84560734,free,,
6.5,-0.5530531,0.8552348,free,,
6.5,-0.543043,0.8631851,free,,
6.5,-0.533033,0.8696768,free,,
6.5,-0.518018,0.8770733,free,,
6.5,-0.508008,0.8806621,free,,
6.5,-0.492993,0.88434035,free,,
6.5,-0.477978,0.88627476,free,,
6.5,-0.46296296,0.8867457,free,,
6.5,-0.44294295,0.885487,free,,
6.5,-0.4229229,0.8824647,free,,
6.5,-0.4029029,0.8780198,free,,
6.5,-0.3778779,0.87086904,free,,
6.5,-0.35285285,0.8623251,free,,
6.5,-0.3228228,0.85067177,free,,
6.5,-0.25275275,0.81955,free,,
6.5,-0.16766767,0.77782613,free,,
6.5,0.04754755,0.6680493,free,,
6.5,0.17267267,0.6052749,free,,
6.5,0.6181181,0.38727212,free,,
6.5,0.7182182,0.33587238,free,,
6.5,0.8033033,0.2893778,free,,
6.5,0.8733734,0.24771488,free,,
6.5,0.9034034,0.22841264,free,,
6.5,0.9334334,0.2078675,free,,
6.5,0.9784785,0.17369583,free,,
6.5,0.9984985,0.15660581,free,,
6.5,1.0185186,0.13772917,free,,
6.5,1.0335336,0.1218977,free,,
6.5,1.0485486,0.103904866,free,,
6.5,1.0585586,0.09007488,free,,
6.5,1.0685686,0.073830925,free,,
6.5,1.0785786,0.0529947,free,,
6.5,1.0835836,0.038658887,free,,
6.5,1.0885886,0.013617033,free,,
6.5,1.0935936,3.7470718e-7,free,,
6.5,1.2837838,1.2346189e-7,free,,
6.5,1.2887888,0.0030331232,free,,
6.5,1.2937938,0.004344647,free,,
6.5,1.3188188,0.0075044977,free,,
6.5,1.3538538,0.009244976,free,,
6.5,1.403904,0.009847483,free,,
6.5,1.473974,0.008946967,free,,
6.5,1.549049,0.0064190086,free,,
6.5,1.599099,0.003127578,free,,
6.5,1.6091092,0.0017904972,free,,
6.5,1.6141142,1.1436388e-7,free,,
6.5,2.5,5.7578533e-9,free,,
6.5,-1.6304348,0.0,emp,-1.6304348,-1.557971
6.5,-1.557971,0.000345,emp,-1.557971,-1.4855072
6.5,-1.4855072,0.00069,emp,-1.4855072,-1.4130435
6.5,-1.4130435,0.003105,emp,-1.4130435,-1.3405797
6.5,-1.3405797,0.00621,emp,-1.3405797,-1.268116
6.5,-1.268116,0.007935,emp,-1.268116,-1.1956521
6.5,-1.1956521,0.010005,emp,-1.1956521,-1.1231884
6.5,-1.1231884,0.004485,emp,-1.1231884,-1.0507246
6.5,-1.0507246,0.001725,emp,-1.0507246,-0.9782609
6.5,-0.9782609,0.0,emp,-0.9782609,-0.9057971
6.5,-0.9057971,0.0,emp,-0.9057971,-0.8333333
6.5,-0.8333333,0.0,emp,-0.8333333,-0.76086956
6.5,-0.76086956,0.016215,emp,-0.76086956,-0.6884058
6.5,-0.6884058,0.582015,emp,-0.6884058,-0.615942
6.5,-0.615942,0.817995,emp,-0.615942,-0.54347825
6.5,-0.54347825,0.87561,emp,-0.54347825,-0.4710145
6.5,-0.4710145,0.88527,emp,-0.4710145,-0.39855072
6.5,-0.39855072,0.86802,emp,-0.39855072,-0.32608697
6.5,-0.32608697,0.832485,emp,-0.32608697,-0.2536232
6.5,-0.2536232,0.799365,emp,-0.2536232,-0.18115942
6.5,-0.18115942,0.76866,emp,-0.18115942,-0.10869565
6.5,-0.10869565,0.728985,emp,-0.10869565,-0.036231883
6.5,-0.036231883,0.690345,emp,-0.036231883,0.036231883
6.5,0.036231883,0.659295,emp,0.036231883,0.10869565
6.5,0.10869565,0.615825,emp,0.10869565,0.18115942
6.5,0.18115942,0.58029,emp,0.18115942,0.2536232
6.5,0.2536232,0.551655,emp,0.2536232,0.32608697
6.5,0.32608697,0.510945,emp,0.32608697,0.39855072
6.5,0.39855072,0.475065,emp,0.39855072,0.4710145
6.5,0.4710145,0.441255,emp,0.4710145,0.54347825
6.5,0.54347825,0.402615,emp,0.54347825,0.615942
6.5,0.615942,0.37053,emp,0.615942,0.6884058
6.5,0.6884058,0.331545,emp,0.6884058,0.76086956
6.5,0.76086956,0.29532,emp,0.76086956,0.8333333
6.5,0.8333333,0.25047,emp,0.8333333,0.9057971
6.5,0.9057971,0.201825,emp,0.9057971,0.9782609
6.5,0.9782609,0.137655,emp,0.9782609,1.0507246
6.5,1.0507246,0.041745,emp,1.0507246,1.1231884
6.5,1.1231884,0.000345,emp,1.1231884,1.1956521
6.5,1.1956521,0.00069,emp,1.1956521,1.268116
6.5,1.268116,0.00552,emp,1.268116,1.3405797
6.5,1.3405797,0.00897,emp,1.3405797,1.4130435
6.5,1.4130435,0.00828,emp,1.4130435,1.4855072
6.5,1.4855072,0.00552,emp,1.4855072,1.557971
6.5,1.557971,0.00207,emp,1.557971,1.6304348
6.5,1.6304348,0.002415,emp,1.6304348,1.7028985
6.5,1.7028985,0.000345,emp,1.7028985,1.7753624
6.5,1.7753624,0.000345,emp,1.7753624,1.8478261
6.5,1.8478261,0.0,emp,1.8478261,1.9202899
6.5,1.9927536,0.0,emp,,
6.5,-1.6304348,0.0,empMin,-1.6304348,-1.557971
6.5,-1.557971,0.000345,empMin,-1.557971,-1.4855072
6.5,-1.4855072,0.00069,empMin,-1.4855072,-1.4130435
6.5,-1.4130435,0.003105,empMin,-1.4130435,-1.3405797
6.5,-1.3405797,0.00621,empMin,-1.3405797,-1.268116
6.5,-1.268116,0.007935,empMin,-1.268116,-1.1956521
6.5,-1.1956521,0.010005,empMin,-1.1956521,-1.1231884
6.5,-1.1231884,0.004485,empMin,-1.1231884,-1.0507246
6.5,-1.0507246,0.001725,empMin,-1.0507246,-0.9782609
6.5,-0.9782609,0.0,empMin,-0.9782609,-0.9057971
6.5,-0.8333333,0.0,empMin,,
6.5,1.0507246,0.0,empMax,1.0507246,1.1231884
6.5,1.1231884,0.000345,empMax,1.1231884,1.1956521
6.5,1.1956521,0.00069,empMax,1.1956521,1.268116
6.5,1.268116,0.00552,empMax,1.268116,1.3405797
6.5,1.3405797,0.00897,empMax,1.3405797,1.4130435
6.5,1.4130435,0.00828,empMax,1.4130435,1.4855072
6.5,1.4855072,0.00552,empMax,1.4855072,1.557971
6.5,1.557971,0.00207,empMax,1.557971,1.6304348
6.5,1.6304348,0.002415,empMax,1.6304348,1.7028985
6.5,1.7028985,0.000345,empMax,1.7028985,1.7753624
6.5,1.7753624,0.000345,empMax,1.7753624,1.8478261
6.5,1.8478261,0.0,empMax,1.8478261,1.9202899
6.5,1.9927536,0.0,empMax,,
6.7,-2.5,5.606599e-9,free,,
6.7,-1.3788788,5.428167e-8,free,,
6.7,-1.3738738,0.0017880134,free,,
6.7,-1.3638638,0.0037247813,free,,
6.7,-1.3238238,0.007291419,free,,
6.7,-1.2637638,0.009928804,free,,
6.7,-1.1986986,0.010916245,free,,
6.7,-1.1536536,0.01025098,free,,
6.7,-1.1186186,0.008325113,free,,
6.7,-1.0935936,0.0050144,free,,
6.7,-1.0785786,7.596613e-8,free,,
6.7,-0.6981982,0.000001928664,free,,
6.7,-0.6931932,0.047026094,free,,
6.7,-0.6881882,0.2452268,free,,
6.7,-0.6831832,0.33780596,free,,
6.7,-0.6781782,0.40549088,free,,
6.7,-0.6731732,0.45970047,free,,
6.7,-0.6681682,0.50503,free,,
6.7,-0.6581582,0.5778068,free,,
6.7,-0.6481481,0.6343413,free,,
6.7,-0.6431431,0.6581941,free,,
6.7,-0.6331331,0.6991041,free,,
6.7,-0.6181181,0.7473881,free,,
6.7,-0.6031031,0.7841253,free,,
6.7,-0.5930931,0.8037426,free,,
6.7,-0.5830831,0.8202181,free,,
6.7,-0.5730731,0.8340427,free,,
6.7,-0.5630631,0.84560907,free,,
6.7,-0.5530531,0.8552358,free,,
6.7,-0.543043,0.8631855,free,,
6.7,-0.533033,0.86967665,free,,
6.7,-0.518018,0.87707245,free,,
6.7,-0.508008,0.88066083,free,,
6.7,-0.492993,0.88433856,free,,
6.7,-0.477978,0.8862725,free,,
6.7,-0.46296296,0.886743,free,,
6.7,-0.44294295,0.88548386,free,,
6.7,-0.4229229,0.8824612,free,,
6.7,-0.4029029,0.87801594,free,,
6.7,-0.3778779,0.8708648,free,,
6.7,-0.35285285,0.8623206,free,,
6.7,-0.3228228,0.85066694,free,,
6.7,-0.25275275,0.8195447,free,,
6.7,-0.16766767,0.77782047,free,,
6.7,0.04754755,0.6680432,free,,
6.7,0.17267267,0.6052687,free,,
6.7,0.6181181,0.38726577,free,,
6.7,0.7182182,0.3358665,free,,
6.7,0.8033033,0.2893731,free,,
6.7,0.8733734,0.24771225,free,,
6.7,0.9034034,0.22841159,free,,
6.7,0.9334334,0.20786871,free,,
6.7,0.9784785,0.17370279,free,,
6.7,0.9984985,0.15661696,free,,
6.7,1.0185186,0.13774645,free,,
6.7,1.0335336,0.12192173,free,,
6.7,1.0485486,0.103939116,free,,
6.7,1.0585586,0.09011961,free,,
6.7,1.0685686,0.073892504,free,,
6.7,1.0785786,0.053091254,free,,
6.7,1.0835836,0.038799122,free,,
6.7,1.0885886,0.014033485,free,,
6.7,1.0935936,3.7659902e-7,free,,
6.7,1.2937938,1.2976614e-7,free,,
6.7,1.2987988,0.0029478194,free,,
6.7,1.3038038,0.004193308,free,,
6.7,1.3288288,0.007228759,free,,
6.7,1.3638638,0.008932555,free,,
6.7,1.413914,0.009570758,free,,
6.7,1.488989,0.008700585,free,,
6.7,1.564064,0.0063464786,free,,
6.7,1.6141142,0.0034125934,free,,
6.7,1.6291292,0.0016209749,free,,
6.7,1.6341342,6.077279e-8,free,,
6.7,2.5,5.7599405e-9,free,,
6.7,-1.6304348,0.0,emp,-1.6304348,-1.557971
6.7,-1.557971,0.000345,emp,-1.557971,-1.4855072
6.7,-1.4855072,0.001035,emp,-1.4855072,-1.4130435
6.7,-1.4130435,0.00138,emp,-1.4130435,-1.3405797
6.7,-1.3405797,0.007245,emp,-1.3405797,-1.268116
6.7,-1.268116,0.00828,emp,-1.268116,-1.1956521
6.7,-1.1956521,0.00966,emp,-1.1956521,-1.1231884
6.7,-1.1231884,0.004485,emp,-1.1231884,-1.0507246
6.7,-1.0507246,0.00207,emp,-1.0507246,-0.9782609
6.7,-0.9782609,0.0,emp,-0.9782609,-0.9057971
6.7,-0.9057971,0.0,emp,-0.9057971,-0.8333333
6.7,-0.8333333,0.0,emp,-0.8333333,-0.76086956
6.7,-0.76086956,0.018975,emp,-0.76086956,-0.6884058
6.7,-0.6884058,0.58167,emp,-0.6884058,-0.615942
6.7,-0.615942,0.81903,emp,-0.615942,-0.54347825
6.7,-0.54347825,0.870435,emp,-0.54347825,-0.4710145
