lambda,x,rho,type,x0,x1
5.3,-1.2187188,0.005808948,free,,
5.3,-1.1886886,0.009595878,free,,
5.3,-1.1436436,0.012588543,free,,
5.3,-1.0935936,0.013715528,free,,
5.3,-1.0585586,0.012894008,free,,
5.3,-1.0285286,0.010276327,free,,
5.3,-1.0085086,0.005969111,free,,
5.3,-1.0035036,0.0036846471,free,,
5.3,-0.9984985,1.2166014e-7,free,,
5.3,-0.6981982,0.0000019224528,free,,
5.3,-0.6931932,0.043611195,free,,
5.3,-0.6881882,0.24463767,free,,
5.3,-0.6831832,0.33740768,free,,
5.3,-0.6781782,0.405182,free,,
5.3,-0.6731732,0.45944703,free,,
5.3,-0.6681682,0.5048156,free,,
5.3,-0.6581582,0.5776454,free,,
5.3,-0.6481481,0.6342155,free,,
5.3,-0.6431431,0.6580822,free,,
5.3,-0.6331331,0.69901484,free,,
5.3,-0.6181181,0.74732447,free,,
5.3,-0.6031031,0.7840806,free,,
5.3,-0.5930931,0.8037081,free,,
5.3,-0.5830831,0.8201923,free,,
5.3,-0.5730731,0.8340244,free,,
5.3,-0.5630631,0.84559727,free,,
5.3,-0.5530531,0.85522974,free,,
5.3,-0.543043,0.8631845,free,,
5.3,-0.533033,0.86968017,free,,
5.3,-0.518018,0.8770819,free,,
5.3,-0.508008,0.8806736,free,,
5.3,-0.492993,0.8843558,free,,
5.3,-0.477978,0.88629365,free,,
5.3,-0.46296296,0.8867675,free,,
5.3,-0.44294295,0.8855121,free,,
5.3,-0.4229229,0.88249254,free,,
5.3,-0.4029029,0.87804997,free,,
5.3,-0.3778779,0.8709016,free,,
5.3,-0.35285285,0.8623596,free,,
5.3,-0.3228228,0.8507082,free,,
5.3,-0.25275275,0.8195895,free,,
5.3,-0.16766767,0.77786785,free,,
5.3,0.04754755,0.6680938,free,,
5.3,0.17267267,0.60532063,free,,
5.3,0.6181181,0.38732132,free,,
5.3,0.7182182,0.33591956,free,,
5.3,0.8033033,0.2894186,free,,
5.3,0.8733734,0.24774206,free,,
5.3,0.9034034,0.22842911,free,,
5.3,0.9334334,0.20786788,free,,
5.3,0.9784785,0.1736534,free,,
5.3,0.9984985,0.1565309,free,,
5.3,1.0185186,0.1376058,free,,
5.3,1.0335336,0.121719755,free,,
5.3,1.0485486,0.10364302,free,,
5.3,1.0585586,0.089725815,free,,
5.3,1.0685686,0.073340185,free,,
5.3,1.0785786,0.05220662,free,,
5.3,1.0835836,0.03749309,free,,
5.3,1.0885886,0.009506788,free,,
5.3,1.0935936,3.604947e-7,free,,
5.3,1.2187188,8.5220044e-8,free,,
5.3,1.2237238,0.0012603436,free,,
5.3,1.2287288,0.0044812425,free,,
5.3,1.2337338,0.006060203,free,,
5.3,1.2487488,0.008777466,free,,
5.3,1.2787788,0.0111600505,free,,
5.3,1.3188188,0.0119608855,free,,
5.3,1.3788788,0.010884582,free,,
5.3,1.438939,0.007950534,free,,
5.3,1.478979,0.0042794193,free,,
5.3,1.498999,4.227387e-8,free,,
5.3,2.5,5.7468177e-9,free,,
5.3,-1.4130435,0.0,emp,-1.4130435,-1.3405797
5.3,-1.3405797,0.00069,emp,-1.3405797,-1.268116
5.3,-1.268116,0.00276,emp,-1.268116,-1.1956521
5.3,-1.1956521,0.012075,emp,-1.1956521,-1.1231884
5.3,-1.1231884,0.012075,emp,-1.1231884,-1.0507246
5.3,-1.0507246,0.004485,emp,-1.0507246,-0.9782609
5.3,-0.9782609,0.002415,emp,-0.9782609,-0.9057971
5.3,-0.9057971,0.0,emp,-0.9057971,-0.8333333
5.3,-0.8333333,0.0,emp,-0.8333333,-0.76086956
5.3,-0.76086956,0.018975,emp,-0.76086956,-0.6884058
5.3,-0.6884058,0.580635,emp,-0.6884058,-0.615942
5.3,-0.615942,0.81834,emp,-0.615942,-0.54347825
5.3,-0.54347825,0.878025,emp,-0.54347825,-0.4710145
5.3,-0.4710145,0.88044,emp,-0.4710145,-0.39855072
5.3,-0.39855072,0.862155,emp,-0.39855072,-0.32608697
5.3,-0.32608697,0.835935,emp,-0.32608697,-0.2536232
5.3,-0.2536232,0.806265,emp,-0.2536232,-0.18115942
5.3,-0.18115942,0.762105,emp,-0.18115942,-0.10869565
5.3,-0.10869565,0.730365,emp,-0.10869565,-0.036231883
5.3,-0.036231883,0.69345,emp,-0.036231883,0.036231883
5.3,0.036231883,0.64998,emp,0.036231883,0.10869565
5.3,0.10869565,0.62238,emp,0.10869565,0.18115942
5.3,0.18115942,0.581325,emp,0.18115942,0.2536232
5.3,0.2536232,0.54717,emp,0.2536232,0.32608697
5.3,0.32608697,0.51267,emp,0.32608697,0.39855072
5.3,0.39855072,0.47886,emp,0.39855072,0.4710145
5.3,0.4710145,0.43884,emp,0.4710145,0.54347825
5.3,0.54347825,0.41124,emp,0.54347825,0.615942
5.3,0.615942,0.363285,emp,0.615942,0.6884058
5.3,0.6884058,0.335685,emp,0.6884058,0.76086956
5.3,0.76086956,0.293595,emp,0.76086956,0.8333333
5.3,0.8333333,0.25116,emp,0.8333333,0.9057971
5.3,0.9057971,0.200445,emp,0.9057971,0.9782609
5.3,0.9782609,0.136275,emp,0.9782609,1.0507246
5.3,1.0507246,0.04071,emp,1.0507246,1.1231884
5.3,1.1231884,0.00069,emp,1.1231884,1.1956521
5.3,1.1956521,0.0069,emp,1.1956521,1.268116
5.3,1.268116,0.011385,emp,1.268116,1.3405797
5.3,1.3405797,0.009315,emp,1.3405797,1.4130435
5.3,1.4130435,0.00414,emp,1.4130435,1.4855072
5.3,1.4855072,0.001725,emp,1.4855072,1.557971
5.3,1.557971,0.001035,emp,1.557971,1.6304348
5.3,1.6304348,0.0,emp,1.6304348,1.7028985
5.3,1.7753624,0.0,emp,,
5.3,-1.4130435,0.0,empMin,-1.4130435,-1.3405797
5.3,-1.3405797,0.00069,empMin,-1.3405797,-1.268116
5.3,-1.268116,0.00276,empMin,-1.268116,-1.1956521
5.3,-1.1956521,0.012075,empMin,-1.1956521,-1.1231884
5.3,-1.1231884,0.012075,empMin,-1.1231884,-1.0507246
5.3,-1.0507246,0.004485,empMin,-1.0507246,-0.9782609
5.3,-0.9782609,0.002415,empMin,-0.9782609,-0.9057971
5.3,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
5.3,-0.76086956,0.0,empMin,,
5.3,1.1231884,0.0,empMax,1.1231884,1.1956521
5.3,1.1956521,0.0069,empMax,1.1956521,1.268116
5.3,1.268116,0.011385,empMax,1.268116,1.3405797
5.3,1.3405797,0.009315,empMax,1.3405797,1.4130435
5.3,1.4130435,0.00414,empMax,1.4130435,1.4855072
5.3,1.4855072,0.001725,empMax,1.4855072,1.557971
5.3,1.557971,0.001035,empMax,1.557971,1.6304348
5.3,1.6304348,0.0,empMax,1.6304348,1.7028985
5.3,1.7753624,0.0,empMax,,
5.5,-2.5,5.6001292e-9,free,,
5.5,-1.2587588,5.969667e-8,free,,
5.5,-1.2437438,0.0047322395,free,,
5.5,-1.2087088,0.009172834,free,,
5.5,-1.1586586,0.012236125,free,,
5.5,-1.1086086,0.013229509,free,,
5.5,-1.0685686,0.012225697,free,,
5.5,-1.0385386,0.009479029,free,,
5.5,-1.0235236,0.0065081073,free,,
5.5,-1.0185186,0.004833485,free,,
5.5,-1.0135136,0.0016210807,free,,
5.5,-1.0085086,9.5555606e-8,free,,
5.5,-0.6981982,0.000001923546,free,,
5.5,-0.6931932,0.044236932,free,,
5.5,-0.6881882,0.24474207,free,,
5.5,-0.6831832,0.337478,free,,
5.5,-0.6781782,0.40523636,free,,
5.5,-0.6731732,0.4594915,free,,
5.5,-0.6681682,0.50485307,free,,
5.5,-0.6581582,0.57767344,free,,
5.5,-0.6481481,0.6342372,free,,
5.5,-0.6431431,0.65810144,free,,
5.5,-0.6331331,0.69903004,free,,
5.5,-0.6181181,0.74733514,free,,
5.5,-0.6031031,0.78408796,free,,
5.5,-0.5930931,0.8037136,free,,
5.5,-0.5830831,0.82019633,free,,
5.5,-0.5730731,0.8340272,free,,
5.5,-0.5630631,0.8455989,free,,
5.5,-0.5530531,0.8552304,free,,
5.5,-0.543043,0.86318433,free,,
5.5,-0.533033,0.8696792,free,,
5.5,-0.518018,0.87707984,free,,
5.5,-0.508008,0.8806711,free,,
5.5,-0.492993,0.8843525,free,,
5.5,-0.477978,0.88628966,free,,
5.5,-0.46296296,0.886763,free,,
5.5,-0.44294295,0.885507,free,,
5.5,-0.4229229,0.88248694,free,,
5.5,-0.4029029,0.8780439,free,,
5.5,-0.3778779,0.8708951,free,,
5.5,-0.35285285,0.8623528,free,,
5.5,-0.3228228,0.85070103,free,,
5.5,-0.25275275,0.81958175,free,,
5.5,-0.16766767,0.77785975,free,,
5.5,0.04754755,0.6680852,free,,
5.5,0.17267267,0.6053118,free,,
5.5,0.6181181,0.38731152,free,,
5.5,0.7182182,0.3359099,free,,
5.5,0.8033033,0.2894099,free,,
5.5,0.8733734,0.24773568,free,,
5.5,0.9034034,0.22842465,free,,
5.5,0.9334334,0.20786642,free,,
5.5,0.9784785,0.17366022,free,,
5.5,0.9984985,0.15654416,free,,
5.5,1.0185186,0.13762887,free,,
5.5,1.0335336,0.12175402,free,,
5.5,1.0485486,0.10369474,free,,
5.5,1.0585586,0.08979584,free,,
5.5,1.0685686,0.0734402,free,,
5.5,1.0785786,0.05237011,free,,
5.5,1.0835836,0.037738208,free,,
5.5,1.0885886,0.010500761,free,,
5.5,1.0935936,3.6326892e-7,free,,
5.5,1.2287288,7.95254e-8,free,,
5.5,1.2337338,0.0004056626,free,,
5.5,1.2387388,0.0041101817,free,,
5.5,1.2437438,0.0056584817,free,,
5.5,1.2637638,0.008881028,free,,
5.5,1.2937938,0.010872247,free,,
5.5,1.3338338,0.011543542,free,,
5.5,1.3938938,0.01053746,free,,
5.5,1.458959,0.0075590676,free,,
5.5,1.498999,0.004081934,free,,
5.5,1.519019,4.086836e-8,free,,
5.5,2.5,5.7484972e-9,free,,
5.5,-1.4855072,0.0,emp,-1.4855072,-1.4130435
5.5,-1.4130435,0.000345,emp,-1.4130435,-1.3405797
5.5,-1.3405797,0.00069,emp,-1.3405797,-1.268116
5.5,-1.268116,0.004485,emp,-1.268116,-1.1956521
5.5,-1.1956521,0.010005,emp,-1.1956521,-1.1231884
5.5,-1.1231884,0.01035,emp,-1.1231884,-1.0507246
5.5,-1.0507246,0.007245,emp,-1.0507246,-0.9782609
5.5,-0.9782609,0.00138,emp,-0.9782609,-0.9057971
5.5,-0.9057971,0.0,emp,-0.9057971,-0.8333333
5.5,-0.8333333,0.0,emp,-0.8333333,-0.76086956
5.5,-0.76086956,0.01587,emp,-0.76086956,-0.6884058
5.5,-0.6884058,0.575115,emp,-0.6884058,-0.615942
5.5,-0.615942,0.81765,emp,-0.615942,-0.54347825
5.5,-0.54347825,0.886995,emp,-0.54347825,-0.4710145
5.5,-0.4710145,0.87837,emp,-0.4710145,-0.39855072
5.5,-0.39855072,0.867675,emp,-0.39855072,-0.32608697
5.5,-0.32608697,0.8349,emp,-0.32608697,-0.2536232
5.5,-0.2536232,0.804885,emp,-0.2536232,-0.18115942
5.5,-0.18115942,0.766935,emp,-0.18115942,-0.10869565
5.5,-0.10869565,0.72864,emp,-0.10869565,-0.036231883
5.5,-0.036231883,0.68931,emp,-0.036231883,0.036231883
5.5,0.036231883,0.65826,emp,0.036231883,0.10869565
5.5,0.10869565,0.610995,emp,0.10869565,0.18115942
5.5,0.18115942,0.586845,emp,0.18115942,0.2536232
5.5,0.2536232,0.54579,emp,0.2536232,0.32608697
5.5,0.32608697,0.51474,emp,0.32608697,0.39855072
5.5,0.39855072,0.474375,emp,0.39855072,0.4710145
5.5,0.4710145,0.442635,emp,0.4710145,0.54347825
5.5,0.54347825,0.4002,emp,0.54347825,0.615942
5.5,0.615942,0.37053,emp,0.615942,0.6884058
5.5,0.6884058,0.335685,emp,0.6884058,0.76086956
5.5,0.76086956,0.29118,emp,0.76086956,0.8333333
5.5,0.8333333,0.25599,emp,0.8333333,0.9057971
5.5,0.9057971,0.194235,emp,0.9057971,0.9782609
5.5,0.9782609,0.138345,emp,0.9782609,1.0507246
5.5,1.0507246,0.04485,emp,1.0507246,1.1231884
5.5,1.1231884,0.00138,emp,1.1231884,1.1956521
5.5,1.1956521,0.00345,emp,1.1956521,1.268116
5.5,1.268116,0.00897,emp,1.268116,1.3405797
5.5,1.3405797,0.01035,emp,1.3405797,1.4130435
5.5,1.4130435,0.005175,emp,1.4130435,1.4855072
5.5,1.4855072,0.00345,emp,1.4855072,1.557971
5.5,1.557971,0.00138,emp,1.557971,1.6304348
5.5,1.6304348,0.0,emp,1.6304348,1.7028985
5.5,1.7028985,0.000345,emp,1.7028985,1.7753624
5.5,1.7753624,0.0,emp,1.7753624,1.8478261
5.5,1.9202899,0.0,emp,,
5.5,-1.4855072,0.0,empMin,-1.4855072,-1.4130435
5.5,-1.4130435,0.000345,empMin,-1.4130435,-1.3405797
5.5,-1.3405797,0.00069,empMin,-1.3405797,-1.268116
5.5,-1.268116,0.004485,empMin,-1.268116,-1.1956521
5.5,-1.1956521,0.010005,empMin,-1.1956521,-1.1231884
5.5,-1.1231884,0.01035,empMin,-1.1231884,-1.0507246
5.5,-1.0507246,0.007245,empMin,-1.0507246,-0.9782609
5.5,-0.9782609,0.00138,empMin,-0.9782609,-0.9057971
5.5,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
5.5,-0.76086956,0.0,empMin,,
5.5,1.0507246,0.0,empMax,1.0507246,1.1231884
5.5,1.1231884,0.00138,empMax,1.1231884,1.1956521
5.5,1.1956521,0.00345,empMax,1.1956521,1.268116
5.5,1.268116,0.00897,empMax,1.268116,1.3405797
5.5,1.3405797,0.01035,empMax,1.3405797,1.4130435
5.5,1.4130435,0.005175,empMax,1.4130435,1.4855072
5.5,1.4855072,0.00345,empMax,1.4855072,1.557971
5.5,1.557971,0.00138,empMax,1.557971,1.6304348
5.5,1.6304348,0.0,empMax,1.6304348,1.7028985
5.5,1.7028985,0.000345,empMax,1.7028985,1.7753624
5.5,1.7753624,0.0,empMax,1.7753624,1.8478261
5.5,1.9202899,0.0,empMax,,
5.7,-2.5,5.6011333e-9,free,,
5.7,-1.2787788,6.0943975e-8,free,,
5.7,-1.2637638,0.0046138675,free,,
5.7,-1.2287288,0.0087669715,free,,
5.7,-1.1786786,0.011703944,free,,
5.7,-1.1236236,0.012777177,free,,
5.7,-1.0835836,0.011864657,free,,
5.7,-1.0535536,0.009430228,free,,
5.7,-1.0335336,0.0056068003,free,,
5.7,-1.0285286,0.0036819289,free,,
5.7,-1.0235236,1.2444217e-7,free,,
5.7,-0.6981982,0.0000019245579,free,,
5.7,-0.6931932,0.04480617,free,,
5.7,-0.6881882,0.24483843,free,,
5.7,-0.6831832,0.337543,free,,
5.7,-0.6781782,0.4052867,free,,
5.7,-0.6731732,0.45953268,free,,
5.7,-0.6681682,0.5048878,free,,
5.7,-0.6581582,0.57769954,free,,
5.7,-0.6481481,0.63425744,free,,
5.7,-0.6431431,0.6581194,free,,
5.7,-0.6331331,0.6990443,free,,
5.7,-0.6181181,0.7473452,free,,
5.7,-0.6031031,0.784095,free,,
5.7,-0.5930931,0.803719,free,,
5.7,-0.5830831,0.82020026,free,,
5.7,-0.5730731,0.8340299,free,,
5.7,-0.5630631,0.84560055,free,,
5.7,-0.5530531,0.85523117,free,,
5.7,-0.543043,0.8631843,free,,
5.7,-0.533033,0.86967844,free,,
5.7,-0.518018,0.8770782,free,,
5.7,-0.508008,0.8806688,free,,
5.7,-0.492993,0.8843495,free,,
5.7,-0.477978,0.88628614,free,,
5.7,-0.46296296,0.8867589,free,,
5.7,-0.44294295,0.88550234,free,,
5.7,-0.4229229,0.88248175,free,,
5.7,-0.4029029,0.87803835,free,,
5.7,-0.3778779,0.8708891,free,,
5.7,-0.35285285,0.8623464,free,,
5.7,-0.3228228,0.85069436,free,,
5.7,-0.25275275,0.8195746,free,,
5.7,-0.16766767,0.7778522,free,,
5.7,0.04754755,0.6680772,free,,
5.7,0.17267267,0.6053036,free,,
5.7,0.6181181,0.38730243,free,,
5.7,0.7182182,0.33590108,free,,
5.7,0.8033033,0.2894021,free,,
5.7,0.8733734,0.2477302,free,,
5.7,0.9034034,0.22842106,free,,
5.7,0.9334334,0.20786569,free,,
5.7,0.9784785,0.17366727,free,,
5.7,0.9984985,0.15655719,free,,
5.7,1.0185186,0.1376509,free,,
5.7,1.0335336,0.12178628,free,,
5.7,1.0485486,0.10374281,free,,
5.7,1.0585586,0.08986043,free,,
5.7,1.0685686,0.07353171,free,,
5.7,1.0785786,0.05251834,free,,
5.7,1.0835836,0.037958924,free,,
5.7,1.0885886,0.011323251,free,,
5.7,1.0935936,3.658616e-7,free,,
5.7,1.2437438,2.1291993e-7,free,,
5.7,1.2487488,0.0037951,free,,
5.7,1.2537538,0.005308524,free,,
5.7,1.2737738,0.008443953,free,,
5.7,1.3038038,0.010416069,free,,
5.7,1.3488488,0.0111555485,free,,
5.7,1.408909,0.010209311,free,,
5.7,1.473974,0.0074881134,free,,
5.7,1.519019,0.0038867455,free,,
5.7,1.539039,3.927312e-8,free,,
5.7,2.5,5.7502363e-9,free,,
5.7,-1.4855072,0.0,emp,-1.4855072,-1.4130435
5.7,-1.4130435,0.000345,emp,-1.4130435,-1.3405797
5.7,-1.3405797,0.00276,emp,-1.3405797,-1.268116
5.7,-1.268116,0.007245,emp,-1.268116,-1.1956521
5.7,-1.1956521,0.009315,emp,-1.1956521,-1.1231884
5.7,-1.1231884,0.00897,emp,-1.1231884,-1.0507246
5.7,-1.0507246,0.005175,emp,-1.0507246,-0.9782609
5.7,-0.9782609,0.00069,emp,-0.9782609,-0.9057971
5.7,-0.9057971,0.0,emp,-0.9057971,-0.8333333
5.7,-0.8333333,0.0,emp,-0.8333333,-0.76086956
5.7,-0.76086956,0.018975,emp,-0.76086956,-0.6884058
5.7,-0.6884058,0.57891,emp,-0.6884058,-0.615942
5.7,-0.615942,0.81765,emp,-0.615942,-0.54347825
5.7,-0.54347825,0.881475,emp,-0.54347825,-0.4710145
5.7,-0.4710145,0.88527,emp,-0.4710145,-0.39855072
5.7,-0.39855072,0.858705,emp,-0.39855072,-0.32608697
5.7,-0.32608697,0.838005,emp,-0.32608697,-0.2536232
5.7,-0.2536232,0.80247,emp,-0.2536232,-0.18115942
5.7,-0.18115942,0.760725,emp,-0.18115942,-0.10869565
5.7,-0.10869565,0.733815,emp,-0.10869565,-0.036231883
5.7,-0.036231883,0.69138,emp,-0.036231883,0.036231883
5.7,0.036231883,0.65757,emp,0.036231883,0.10869565
5.7,0.10869565,0.61755,emp,0.10869565,0.18115942
5.7,0.18115942,0.58305,emp,0.18115942,0.2536232
5.7,0.2536232,0.54234,emp,0.2536232,0.32608697
5.7,0.32608697,0.518535,emp,0.32608697,0.39855072
5.7,0.39855072,0.47472,emp,0.39855072,0.4710145
5.7,0.4710145,0.442635,emp,0.4710145,0.54347825
5.7,0.54347825,0.402615,emp,0.54347825,0.615942
5.7,0.615942,0.37329,emp,0.615942,0.6884058
5.7,0.6884058,0.32844,emp,0.6884058,0.76086956
5.7,0.76086956,0.2898,emp,0.76086956,0.8333333
5.7,0.8333333,0.25254,emp,0.8333333,0.9057971
5.7,0.9057971,0.19803,emp,0.9057971,0.9782609
5.7,0.9782609,0.140415,emp,0.9782609,1.0507246
5.7,1.0507246,0.04209,emp,1.0507246,1.1231884
5.7,1.1231884,0.000345,emp,1.1231884,1.1956521
5.7,1.1956521,0.00276,emp,1.1956521,1.268116
5.7,1.268116,0.01035,emp,1.268116,1.3405797
5.7,1.3405797,0.005865,emp,1.3405797,1.4130435
5.7,1.4130435,0.00759,emp,1.4130435,1.4855072
5.7,1.4855072,0.0069,emp,1.4855072,1.557971
5.7,1.557971,0.00069,emp,1.557971,1.6304348
5.7,1.6304348,0.0,emp,1.6304348,1.7028985
5.7,1.7753624,0.0,emp,,
5.7,-1.4855072,0.0,empMin,-1.4855072,-1.4130435
5.7,-1.4130435,0.000345,empMin,-1.4130435,-1.3405797
5.7,-1.3405797,0.00276,empMin,-1.3405797,-1.268116
5.7,-1.268116,0.007245,empMin,-1.268116,-1.1956521
5.7,-1.1956521,0.009315,empMin,-1.1956521,-1.1231884
5.7,-1.1231884,0.00897,empMin,-1.1231884,-1.0507246
5.7,-1.0507246,0.005175,empMin,-1.0507246,-0.9782609
5.7,-0.9782609,0.00069,empMin,-0.9782609,-0.9057971
5.7,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
5.7,-0.76086956,0.0,empMin,,
5.7,1.0507246,0.0,empMax,1.0507246,1.1231884
5.7,1.1231884,0.000345,empMax,1.1231884,1.1956521
5.7,1.1956521,0.00276,empMax,1.1956521,1.268116
5.7,1.268116,0.01035,empMax,1.268116,1.3405797
5.7,1.3405797,0.005865,empMax,1.3405797,1.4130435
5.7,1.4130435,0.00759,empMax,1.4130435,1.4855072
5.7,1.4855072,0.0069,empMax,1.4855072,1.557971
5.7,1.557971,0.00069,empMax,1.557971,1.6304348
5.7,1.6304348,0.0,empMax,1.6304348,1.7028985
5.7,1.7753624,0.0,empMax,,
5.9,-2.5,5.602166e-9,free,,
5.9,-1.2987988,6.1979904e-8,free,,
5.9,-1.2937938,0.0020651727,free,,
5.9,-1.2837838,0.00446771,free,,
5.9,-1.2487488,0.008377645,free,,
5.9,-1.1936936,0.011385774,free,,
5.9,-1.1386386,0.012355237,free,,
5.9,-1.0985986,0.011531086,free,,
5.9,-1.0685686,0.0093733715,free,,
5.9,-1.0485486,0.00616857,free,,
5.9,-1.0435436,0.004753599,free,,
5.9,-1.0335336,9.367805e-8,free,,
5.9,-0.6981982,0.0000019254971,free,,
5.9,-0.6931932,0.045326363,free,,
5.9,-0.6881882,0.24492763,free,,
5.9,-0.6831832,0.33760327,free,,
5.9,-0.6781782,0.4053334,free,,
5.9,-0.6731732,0.45957097,free,,
5.9,-0.6681682,0.50492024,free,,
5.9,-0.6581582,0.57772386,free,,
5.9,-0.6481481,0.63427633,free,,
5.9,-0.6431431,0.65813625,free,,
5.9,-0.6331331,0.6990577,free,,
5.9,-0.6181181,0.74735475,free,,
5.9,-0.6031031,0.7841016,free,,
5.9,-0.5930931,0.8037241,free,,
5.9,-0.5830831,0.8202041,free,,
5.9,-0.5730731,0.8340326,free,,
5.9,-0.5630631,0.8456023,free,,
5.9,-0.5530531,0.855232,free,,
5.9,-0.543043,0.86318433,free,,
5.9,-0.533033,0.8696778,free,,
5.9,-0.518018,0.8770767,free,,
5.9,-0.508008,0.8806668,free,,
5.9,-0.492993,0.8843469,free,,
5.9,-0.477978,0.88628286,free,,
5.9,-0.46296296,0.88675517,free,,
5.9,-0.44294295,0.88549805,free,,
5.9,-0.4229229,0.882477,free,,
5.9,-0.4029029,0.87803316,free,,
5.9,-0.3778779,0.8708835,free,,
5.9,-0.35285285,0.8623405,free,,
5.9,-0.3228228,0.8506881,free,,
5.9,-0.25275275,0.81956786,free,,
5.9,-0.16766767,0.7778451,free,,
5.9,0.04754755,0.6680696,free,,
5.9,0.17267267,0.6052958,free,,
5.9,0.6181181,0.38729402,free,,
5.9,0.7182182,0.33589298,free,,
5.9,0.8033033,0.2893951,free,,
5.9,0.8733734,0.24772547,free,,
5.9,0.9034034,0.22841817,free,,
5.9,0.9334334,0.20786554,free,,
5.9,0.9784785,0.17367442,free,,
5.9,0.9984985,0.15656991,free,,
5.9,1.0185186,0.13767193,free,,
5.9,1.0335336,0.12181666,free,,
5.9,1.0485486,0.10378757,free,,
5.9,1.0585586,0.089920156,free,,
5.9,1.0685686,0.07361573,free,,
5.9,1.0785786,0.052653357,free,,
5.9,1.0835836,0.038158733,free,,
5.9,1.0885886,0.012020897,free,,
5.9,1.0935936,3.6828823e-7,free,,
5.9,1.2537538,1.5672867e-7,free,,
5.9,1.2587588,0.0035331876,free,,
5.9,1.2637638,0.0050061243,free,,
5.9,1.2837838,0.008049132,free,,
5.9,1.3138138,0.009994211,free,,
5.9,1.3588588,0.010794132,free,,
5.9,1.423924,0.009898652,free,,
5.9,1.493994,0.007131577,free,,
5.9,1.539039,0.003693831,free,,
5.9,1.559059,3.7493823e-8,free,,
5.9,2.5,5.7520384e-9,free,,
5.9,-1.557971,0.0,emp,-1.557971,-1.4855072
5.9,-1.4855072,0.000345,emp,-1.4855072,-1.4130435
5.9,-1.4130435,0.001035,emp,-1.4130435,-1.3405797
5.9,-1.3405797,0.003105,emp,-1.3405797,-1.268116
5.9,-1.268116,0.006555,emp,-1.268116,-1.1956521
5.9,-1.1956521,0.01173,emp,-1.1956521,-1.1231884
5.9,-1.1231884,0.00828,emp,-1.1231884,-1.0507246
5.9,-1.0507246,0.00276,emp,-1.0507246,-0.9782609
5.9,-0.9782609,0.00069,emp,-0.9782609,-0.9057971
5.9,-0.9057971,0.0,emp,-0.9057971,-0.8333333
5.9,-0.8333333,0.0,emp,-0.8333333,-0.76086956
5.9,-0.76086956,0.02139,emp,-0.76086956,-0.6884058
5.9,-0.6884058,0.577875,emp,-0.6884058,-0.615942
5.9,-0.615942,0.817305,emp,-0.615942,-0.54347825
5.9,-0.54347825,0.87492,emp,-0.54347825,-0.4710145
5.9,-0.4710145,0.88458,emp,-0.4710145,-0.39855072
5.9,-0.39855072,0.86802,emp,-0.39855072,-0.32608697
5.9,-0.32608697,0.833865,emp,-0.32608697,-0.2536232
5.9,-0.2536232,0.80316,emp,-0.2536232,-0.18115942
5.9,-0.18115942,0.76866,emp,-0.18115942,-0.10869565
5.9,-0.10869565,0.72588,emp,-0.10869565,-0.036231883
5.9,-0.036231883,0.68862,emp,-0.036231883,0.036231883
5.9,0.036231883,0.655155,emp,0.036231883,0.10869565
5.9,0.10869565,0.619275,emp,0.10869565,0.18115942
5.9,0.18115942,0.582015,emp,0.18115942,0.2536232
5.9,0.2536232,0.54717,emp,0.2536232,0.32608697
5.9,0.32608697,0.51198,emp,0.32608697,0.39855072
5.9,0.39855072,0.47817,emp,0.39855072,0.4710145
5.9,0.4710145,0.4416,emp,0.4710145,0.54347825
5.9,0.54347825,0.40779,emp,0.54347825,0.615942
5.9,0.615942,0.370185,emp,0.615942,0.6884058
5.9,0.6884058,0.32982,emp,0.6884058,0.76086956
5.9,0.76086956,0.29187,emp,0.76086956,0.8333333
5.9,0.8333333,0.25392,emp,0.8333333,0.9057971
5.9,0.9057971,0.201825,emp,0.9057971,0.9782609
5.9,0.9782609,0.13248,emp,0.9782609,1.0507246
5.9,1.0507246,0.043125,emp,1.0507246,1.1231884
5.9,1.1231884,0.001035,emp,1.1231884,1.1956521
5.9,1.1956521,0.002415,emp,1.1956521,1.268116
5.9,1.268116,0.006555,emp,1.268116,1.3405797
5.9,1.3405797,0.010695,emp,1.3405797,1.4130435
5.9,1.4130435,0.007245,emp,1.4130435,1.4855072
5.9,1.4855072,0.00414,emp,1.4855072,1.557971
5.9,1.557971,0.00207,emp,1.557971,1.6304348
5.9,1.6304348,0.0,emp,1.6304348,1.7028985
5.9,1.7028985,0.000345,emp,1.7028985,1.7753624
5.9,1.7753624,0.0,emp,1.7753624,1.8478261
5.9,1.8478261,0.000345,emp,1.8478261,1.9202899
5.9,1.9202899,0.0,emp,1.9202899,1.9927536
5.9,2.0652175,0.0,emp,,
5.9,-1.557971,0.0,empMin,-1.557971,-1.4855072
5.9,-1.4855072,0.000345,empMin,-1.4855072,-1.4130435
5.9,-1.4130435,0.001035,empMin,-1.4130435,-1.3405797
5.9,-1.3405797,0.003105,empMin,-1.3405797,-1.268116
5.9,-1.268116,0.006555,empMin,-1.268116,-1.1956521
5.9,-1.1956521,0.01173,empMin,-1.1956521,-1.1231884
5.9,-1.1231884,0.00828,empMin,-1.1231884,-1.0507246
5.9,-1.0507246,0.00276,empMin,-1.0507246,-0.9782609
